Image Number,Scientific Name,Common Name,Subject Display Name,Host Name,Host Scientific Name,Descriptor Name,Photographer,Organization,Orientation,Citation,Max Resolution,Image URL,Location (State),Location
5430020,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5430020.jpg,us_21,Kentucky
5430021,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5430021.jpg,us_21,Kentucky
5430070,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5430070.jpg,us_21,Kentucky
5430071,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5430071.jpg,us_21,Kentucky
5430072,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5430072.jpg,us_21,Kentucky
5430073,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5430073.jpg,us_21,Kentucky
5432158,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Tom Miller,University of Kentucky,landscape,"Tom Miller, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5432158.jpg,us_21,Kentucky
5432159,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Tom Miller,University of Kentucky,landscape,"Tom Miller, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5432159.jpg,us_21,Kentucky
5432160,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Tom Miller,University of Kentucky,landscape,"Tom Miller, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5432160.jpg,us_21,Kentucky
5368994,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368994.jpg,us_21,Kentucky
5368995,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368995.jpg,us_21,Kentucky
5368996,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368996.jpg,us_21,Kentucky
5368997,Peronospora manshurica,downy mildew,downy mildew (Peronospora manshurica (Naumov) Syd. In Gaum.),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368997.jpg,us_21,Kentucky
5369087,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369087.jpg,us_21,Kentucky
5369088,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369088.jpg,us_21,Kentucky
5369089,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369089.jpg,us_21,Kentucky
5369090,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369090.jpg,us_21,Kentucky
5369091,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369091.jpg,us_21,Kentucky
5369092,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369092.jpg,us_21,Kentucky
5369093,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369093.jpg,us_21,Kentucky
5369094,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369094.jpg,us_21,Kentucky
5369095,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369095.jpg,us_21,Kentucky
5369096,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369096.jpg,us_21,Kentucky
5369097,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369097.jpg,us_21,Kentucky
5368804,Phytophthora,Phytophthora root and crown rots,Phytophthora root and crown rots (Genus Phytophthora De Bary),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368804.jpg,us_21,Kentucky
5368805,Phytophthora,Phytophthora root and crown rots,Phytophthora root and crown rots (Genus Phytophthora De Bary),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368805.jpg,us_21,Kentucky
5368806,Phytophthora,Phytophthora root and crown rots,Phytophthora root and crown rots (Genus Phytophthora De Bary),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368806.jpg,us_21,Kentucky
5368807,Phytophthora,Phytophthora root and crown rots,Phytophthora root and crown rots (Genus Phytophthora De Bary),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368807.jpg,us_21,Kentucky
5543798,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Symptoms,Cary Hicks,,landscape,"Cary Hicks, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5543798.jpg,us_21,Kentucky
5543799,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Symptoms,Cary Hicks,,landscape,"Cary Hicks, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5543799.jpg,us_21,Kentucky
5543800,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Symptoms,Cary Hicks,,landscape,"Cary Hicks, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5543800.jpg,us_21,Kentucky
5543801,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Symptoms,Cary Hicks,,landscape,"Cary Hicks, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5543801.jpg,us_21,Kentucky
5543802,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Symptoms,Brenda Kennedy,University of Kentucky,landscape,"Brenda Kennedy, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5543802.jpg,us_21,Kentucky
5543803,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Sign,Brenda Kennedy,University of Kentucky,landscape,"Brenda Kennedy, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5543803.jpg,us_21,Kentucky
5543804,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Sign,Brenda Kennedy,University of Kentucky,landscape,"Brenda Kennedy, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5543804.jpg,us_21,Kentucky
5626217,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Symptoms,Carl Bradley,University of Kentucky,landscape,"Carl Bradley, University of Kentucky, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626217.jpg,us_21,Kentucky
5626219,Phytophthora sojae,Root and stem rot,Root and stem rot (Phytophthora sojae Kaufm. & Gerd.),soybean,Glycine max,Symptoms,Carl Bradley,University of Kentucky,landscape,"Carl Bradley, University of Kentucky, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626219.jpg,us_21,Kentucky
5626230,Pythium,Pythium diseases,Pythium diseases (Genus Pythium Pringsh.),soybean,Glycine max,Symptoms,Kiersten Wise,,landscape,"Kiersten Wise, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626230.jpg,us_21,Kentucky
5626244,Rhizoctonia solani,"Rhizoctonia damping-off, blight and rot","Rhizoctonia damping-off, blight and rot (Rhizoctonia solani J.G. Kühn)",soybean,Glycine max,Symptoms,Carl Bradley,University of Kentucky,landscape,"Carl Bradley, University of Kentucky, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626244.jpg,us_21,Kentucky
5626245,Rhizoctonia solani,"Rhizoctonia damping-off, blight and rot","Rhizoctonia damping-off, blight and rot (Rhizoctonia solani J.G. Kühn)",soybean,Glycine max,Symptoms,Carl Bradley,University of Kentucky,potrait,"Carl Bradley, University of Kentucky, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5626245.jpg,us_21,Kentucky
5369117,Rhizopus,Rhizopus soft rots,Rhizopus soft rots (Genus Rhizopus Ehrenb.),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369117.jpg,us_21,Kentucky
5369118,Rhizopus,Rhizopus soft rots,Rhizopus soft rots (Genus Rhizopus Ehrenb.),garden tomato,Solanum lycopersicum,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369118.jpg,us_21,Kentucky
5369119,Rhizopus,Rhizopus soft rots,Rhizopus soft rots (Genus Rhizopus Ehrenb.),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369119.jpg,us_21,Kentucky
5369120,Rhizopus,Rhizopus soft rots,Rhizopus soft rots (Genus Rhizopus Ehrenb.),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369120.jpg,us_21,Kentucky
5369121,Rhizopus,Rhizopus soft rots,Rhizopus soft rots (Genus Rhizopus Ehrenb.),garden tomato,Solanum lycopersicum,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5369121.jpg,us_21,Kentucky
5369122,Rhizopus,Rhizopus soft rots,Rhizopus soft rots (Genus Rhizopus Ehrenb.),garden tomato,Solanum lycopersicum,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5369122.jpg,us_21,Kentucky
5369123,Rhizopus,Rhizopus soft rots,Rhizopus soft rots (Genus Rhizopus Ehrenb.),garden tomato,Solanum lycopersicum,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5369123.jpg,us_21,Kentucky
5369124,Rhizopus,Rhizopus soft rots,Rhizopus soft rots (Genus Rhizopus Ehrenb.),garden tomato,Solanum lycopersicum,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5369124.jpg,us_21,Kentucky
5369125,Rhizopus,Rhizopus soft rots,Rhizopus soft rots (Genus Rhizopus Ehrenb.),garden tomato,Solanum lycopersicum,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5369125.jpg,us_21,Kentucky
5369126,Rhizopus,Rhizopus soft rots,Rhizopus soft rots (Genus Rhizopus Ehrenb.),garden tomato,Solanum lycopersicum,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369126.jpg,us_21,Kentucky
5369127,Rhizopus,Rhizopus soft rots,Rhizopus soft rots (Genus Rhizopus Ehrenb.),garden tomato,Solanum lycopersicum,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369127.jpg,us_21,Kentucky
5369128,Rhizopus,Rhizopus soft rots,Rhizopus soft rots (Genus Rhizopus Ehrenb.),garden tomato,Solanum lycopersicum,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369128.jpg,us_21,Kentucky
5369129,Rhizopus,Rhizopus soft rots,Rhizopus soft rots (Genus Rhizopus Ehrenb.),garden tomato,Solanum lycopersicum,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369129.jpg,us_21,Kentucky
5369130,Rhizopus,Rhizopus soft rots,Rhizopus soft rots (Genus Rhizopus Ehrenb.),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369130.jpg,us_21,Kentucky
5369131,Rhizopus,Rhizopus soft rots,Rhizopus soft rots (Genus Rhizopus Ehrenb.),garden tomato,Solanum lycopersicum,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369131.jpg,us_21,Kentucky
5626258,Septoria glycines,Septoria leaf spot,Septoria leaf spot (Septoria glycines Hemmi),soybean,Glycine max,Symptoms,Craig Grau,,landscape,"Craig Grau, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626258.jpg,us_21,Kentucky
5626259,Septoria glycines,Septoria leaf spot,Septoria leaf spot (Septoria glycines Hemmi),soybean,Glycine max,Symptoms,Carl Bradley,University of Kentucky,landscape,"Carl Bradley, University of Kentucky, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626259.jpg,us_21,Kentucky
